NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
33682|17|Caldas|17001|Manizales|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|75000000,0|817019000,0|Micro|No|No es sucursal de sociedad extranjera|0,8350444900752909|No Mineras|Agroalimentos|Frutas y hortalizas frescas y procesadas|Frutas frescas|0804400000|Aguacates (paltas), frescos o secos.|17|Caldas|Si|41652,58|89949,812|-55,45632621616215|-32,475274746881524|Pymex|Agroalimentos
33689|11|Bogotá, D.C.|11001|Bogotá, D.C.|4721|Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|452195760,0|136531244,0|Pequeña|No|No es sucursal de sociedad extranjera|8,725530458590006|No Mineras|Agroalimentos|Otros agrícola|Cereales|1008909900|Los demás cereales.|11|Bogotá, D.C.|No|0,0|7800,0|||Futuros|Agroalimentos
33714|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Agroalimentos
33718|11|Bogotá, D.C.|11001|Bogotá, D.C.|6202|Actividades de consultoría informática y actividades de administración de instalaciones informáticas|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|84508655000,0|93409538000,0|Grande|No|No es sucursal de sociedad extranjera|34,217659137577|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|11|Bogotá, D.C.|Si|5142400,359999999|2335535,684|136,53237382321825|56,33183391825671|Pymex|Industrias 4.0
33749|11|Bogotá, D.C.|11001|Bogotá, D.C.|910|Actividades de apoyo para la extracción de petróleo y de gas natural|Mineras|Bienes primarios|66029608040,0|38838629458,0|Grande|Si|No determinado|9,839835728952773|No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Locomotoras y sus partes|8609000000|Contenedores (incluidos los contenedores cisterna y los contenedores depósito) especialmente concebidos y equipados para uno o varios medios de transporte.|11|Bogotá, D.C.|No|0,0|9012,784|-100,0||No Constante|Metalmecánica y Otras Industrias
33750|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8480790000|Los demás moldes para caucho o plástico.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
33754|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106110000|Primates, vivos.|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
33765|5|Antioquia|5212|Copacabana|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|9948402000,0|8038518000,0|Pequeña|No|No es sucursal de sociedad extranjera|37,01848049281314|No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Cueros en bruto y preparados|4101500000|Cueros y pieles enteros, de peso unitario superior a 16 kg, de bovino (incluido el búfalo) o de equino (frescos o salados, secos, encalados, piquelados o conservados de otro modo, pero sin curtir, apergaminar ni preparar de otra forma), incluso depilados.|05|Antioquia|No|0,0|194483,084||-100,0|Futuros|Agroalimentos
33769|25|Cundinamarca|25260|El Rosal|4923|Transporte de carga por carretera|Logística e Infraestructura |Servicios menos intensivos en conocimiento|15000000,0|18160000,0|Micro|No|No es sucursal de sociedad extranjera|3,5373032169746748|No Mineras|Agroalimentos|Otros agrícola|Hierbas aromáticas|1211909000|Las demás plantas y partes de plantas, semillas y frutos de las especies utilizadas principalmente en perfumería, en medicina o como insecticidas, parasiticidas o similares, frescos o secos, incluso cortados, quebrantados o pulverizados.|25|Cundinamarca|Si|2018,6|25105,138|-97,41188471360591||No Constante|Agroalimentos
33779|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Autopartes|Partes y accesorios de motocicletas|8714990000|Las demás partes y accesorios de los vehículos de las partidas 87.11 a 87.13.|05|Antioquia|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
33794|5|Antioquia|5001|Medellín|7020|Actividades de consultoría de gestión|CIIU no aplica categoría ProColombia|Servicios de mercado intensivos en conocimiento|28658854,0|45744461,0|Micro|No|No es sucursal de sociedad extranjera|6,548939082819986|No Mineras|Agroalimentos|Derivados del café|Derivados de café|2101120000|Preparaciones a base de extractos, esencias o concentrados o a base de café.|05|Antioquia|No|8742,0|1748,4|||Futuros|Agroalimentos
33821|5|Antioquia|5001|Medellín|7112|Actividades de ingeniería y otras actividades conexas de consultoría técnica|Metalmecánica y Otras Industrias|Servicios de mercado intensivos en conocimiento|271081107000,0|243596471000,0|Grande|No|No es sucursal de sociedad extranjera|37,91375770020534|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Telecomunicaciones y sonido|8517622000|Aparatos de telecomunicación por corriente portadora o telecomunicación digital.|05|Antioquia|Si|8000,0|147689,046|-97,75675244153662|-57,3707393166518|No Constante|Metalmecánica y Otras Industrias
33834|76|Valle del Cauca|76001|Santiago De Cali|4530|Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|3957354000,0|865279000,0|Micro|No|No es sucursal de sociedad extranjera|11,028062970568104|No Mineras|Sistema Moda|Calzado|Calzado|6403999000|Los demás calzados con suela de caucho, plástico, cuero artificial o regenerado y parte superior (corte) de cuero natural.|76|Valle del Cauca|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
33850|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
33853|25|Cundinamarca|25873|Villapinzón|1511|Curtido y recurtido de cueros; recurtido y teñido de pieles|Sistema Moda|Bienes tecnología baja|16129067000,0|45839707000,0|Mediana|No|No es sucursal de sociedad extranjera|12,95003422313484|No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Cueros en bruto y preparados|4104110000|"Cueros y pieles, curtidos, de bovino (incluido el búfalo) o de equino, en estado húmedo (incluido el ""wet blue"") con plena flor sin dividir y divididos con la flor."|25|Cundinamarca|Si|5221021,91|6111457,766000001|-52,60486895354819|-4,148103490745692|Pymex|Sistema Moda
33860|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9403600000|Los demás muebles de madera.|05|Antioquia|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
33892|11|Bogotá, D.C.|11001|Bogotá, D.C.|2599|Fabricación de otros productos elaborados de metal n.c.p.|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|2443916031,0|4560782059,0|Pequeña|No|No es sucursal de sociedad extranjera|5,642710472279261|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7326909000|Las demás manufacturas de hierro o de acero.|11|Bogotá, D.C.|Si|0,0|1064,0|-100,0||No Constante|Metalmecánica y Otras Industrias
33898|5|Antioquia|5631|Sabaneta|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|3206475507,0|4361095839,0|Pequeña|No|No es sucursal de sociedad extranjera|4,626967830253252|No Mineras|Agroalimentos|Banano|Plátano|0803101000|"Plátanos ""plantains"", frescos."|05|Antioquia|No|1272026,55|956586,844|-41,73066642908666||Pymex|Agroalimentos
33902|66|Risaralda|66170|Dosquebradas|8299|Otras actividades de servicio de apoyo a las empresas n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|1259616611,0|2956823013,0|Pequeña|No|No es sucursal de sociedad extranjera|6,759753593429158|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Metalurgia|7606129000|Las demás chapas y tiras de aleaciones de aluminio, de espesor superior a 0.2 mm, cuadradas o rectangulares.|68|Santander|Si|10500,0|4002,37|10,388620510205682||No Constante|Metalmecánica y Otras Industrias
33904|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8477900000|Partes de las máquinas y  aparatos  de  la partida  84.77.|54|Norte de Santander|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
33909|8|Atlántico|8001|Barranquilla|1089|Elaboración de otros productos alimenticios n.c.p.|Agroalimentos|Bienes tecnología baja|16632537000,0|17487593000,0|Mediana|No|No es sucursal de sociedad extranjera|39,29089664613279|No Mineras|Agroalimentos|Agroindustrial|Preparaciones alimenticias diversas|2104101000|Preparaciones para sopas, potajes o caldos.|08|Atlántico|Si|0,0|0,0|||Futuros|Agroalimentos
33910|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Químicos y Ciencias de la Vida|Químico|Productos diversos de las industrias químicas.|3824400000|Aditivos preparados para cemento, morteros u hormigónes.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
33925|11|Bogotá, D.C.|11001|Bogotá, D.C.|1312|Tejeduría de productos textiles|Sistema Moda|Bienes tecnología baja|1561110012,0|1828517352,0|Pequeña|No|No es sucursal de sociedad extranjera|15,852156057494868|No Mineras|Sistema Moda|Textiles y confecciones|Otros textiles|5808900000|Artículos de pasamaneria y ornamentales análogos, en pieza, sin bordar (excepto los de punto); bellotas, madroños, pompones, borlas y artículos similares.|11|Bogotá, D.C.|Si|34403,69|48132,408|29,18788587925083|-10,92791539428113|Pymex|Sistema Moda
33938|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Agroalimentos
33953|5|Antioquia|5266|Envigado|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|93620000,0|1,0|Micro|No|No es sucursal de sociedad extranjera|4,728268309377139|No Mineras|Metalmecánica y Otras Industrias|Materiales de construcción|Prefabricados|9406900000|Las demás construcciones prefabricadas.|05|Antioquia|Si|0,0|1600,0|-100,0||No Constante|Metalmecánica y Otras Industrias
33972|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Material Promocional|Artículos promocionales|9506620010|Balones de fútbol, incluido el americano.|05|Antioquia|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34001|17|Caldas|17001|Manizales|6201|Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|389969851,0|597589118,0|Micro|No|No es sucursal de sociedad extranjera|2,195756331279945|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|17|Caldas|Si|0,0|5760,0|-100,0||No Constante|Industrias 4.0
34023|5|Antioquia|5001|Medellín|4322|Instalaciones de fontanería, calefacción y aire acondicionado|Metalmecánica y Otras Industrias|Servicios no clasificados|5849398546,0|3107840130,0|Pequeña|No|No es sucursal de sociedad extranjera|18,622861054072555|No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Electrodomésticos|8415109000|Las demás máquinas y apartos para acondicionamiento de aire que comprendan un ventilador con motor y los dispositivos adecuados para modificar la temperatura y la humedad, aunque no regulen seperadamente el grado higrométrico, de pared o para ventanas, fo|05|Antioquia|Si|0,0|1064,524|||Futuros|Metalmecánica y Otras Industrias
34025|11|Bogotá, D.C.|11001|Bogotá, D.C.|2920|Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques|Metalmecánica y Otras Industrias|Bienes tecnología media-alta|59778580,0|67012000,0|Micro|No|No es sucursal de sociedad extranjera|1,9000684462696784|No Mineras|Metalmecánica y Otras Industrias|Autopartes|Partes y accesorios de vehículos|8708299000|Las demás partes y accesorios de carrorerias (incluidas las cabinas).|11|Bogotá, D.C.|Si|7373,34|2672,668|23,09415692821368||No Constante|Metalmecánica y Otras Industrias
34037|11|Bogotá, D.C.|11001|Bogotá, D.C.|125|Cultivo de flor de corte|Agroalimentos|Bienes primarios|14658147000,0|24262932000,0|Mediana|No|No es sucursal de sociedad extranjera|32,40246406570842|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603199090|Las demás flores y capullos frescos, cortados para ramos o adornos|11|Bogotá, D.C.|No|5904004,109999999|5679672,612000001|3,2330969568663104|-1,6853935043463886|Pymex|Agroalimentos
34041|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|30735658000,0|60024920000,0|Mediana|No|No es sucursal de sociedad extranjera|16,774811772758383|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos|3004902900|Los demás medicamentos para uso humano.|11|Bogotá, D.C.|Si|6605,85|1321,17|||Futuros|Químicos y Ciencias de la Vida
34044|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603141000|Pompones frescos, cortados para ramos o adornos.|05|Antioquia|Si|20685500,09|13961523,94|26,253477221887668|23,59882667044999|Top|Agroalimentos
34049|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8419909000|Las demás partes de aparatos y dispositivos de la partida 84.19, no incluidas antes.|11|Bogotá, D.C.|No|0,0|64417,2|-100,0||No Constante|Metalmecánica y Otras Industrias
34062|25|Cundinamarca|25799|Tenjo|2599|Fabricación de otros productos elaborados de metal n.c.p.|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|8114000,0|15260000,0|Micro|No|No es sucursal de sociedad extranjera|2,3627652292950034|No Mineras|Metalmecánica y Otras Industrias|Material Promocional|Artículos promocionales|9506999000|Los demás artículos y material para juegos al aire libre y demás deportes, no expresados ni comprendidos en otra parte de este capítulo; piscinas, incluso infantiles.|25|Cundinamarca|Si|5284,0|1056,8|||Futuros|Metalmecánica y Otras Industrias
34064|11|Bogotá, D.C.|11001|Bogotá, D.C.|4652|Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|2787095634,0|4724172738,0|Pequeña|No|No es sucursal de sociedad extranjera|13,256673511293634|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Telecomunicaciones y sonido|8525801000|Cámaras de televisión.|11|Bogotá, D.C.|Si|0,0|19569,518|-100,0|-100,0|No Constante|Metalmecánica y Otras Industrias
34074|11|Bogotá, D.C.|11001|Bogotá, D.C.|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|513686000,0|883910000,0|Pequeña|No|No es sucursal de sociedad extranjera|39,92881587953457|No Mineras|Metalmecánica y Otras Industrias|Material Promocional|Artículos promocionales|9405600000|Anuncios, letreros y placas indicadoras, luminosos, y artículos similares, con fuente de luz inseparable.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34079|25|Cundinamarca|25214|Cota|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|3520229427,0|5136063594,0|Pequeña|No|No es sucursal de sociedad extranjera|17,83709787816564|No Mineras|Químicos y Ciencias de la Vida|Agroquímicos|Fertilizantes|3105600000|Abonos minerales o químicos con los dos elementos fertilizantes: fósforo y potasio.|25|Cundinamarca|Si|6290,0|1945,128|||No Constante|Agroalimentos
34086|11|Bogotá, D.C.|11001|Bogotá, D.C.|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|8003441542,0|6412095066,0|Pequeña|No|No es sucursal de sociedad extranjera|28,465434633812457|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8414590000|Los demás ventiladores.|11|Bogotá, D.C.|Si|29582,0|10570,4|93,82780762678549||No Constante|Metalmecánica y Otras Industrias
34158|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Automóviles de turismo y uso familiar|8703231090|Camperos (4 x 4), para el transporte de personas, con motor de émbolo (pistón) alternativo, de encendido por chispa, de cilindrada superior a 1.500 cm3 pero inferior o igual a 3.000 cm3.|13|Bolívar|No|0,0|7394,6|-100,0||No Constante|Metalmecánica y Otras Industrias
34159|11|Bogotá, D.C.|11001|Bogotá, D.C.|7112|Actividades de ingeniería y otras actividades conexas de consultoría técnica|Metalmecánica y Otras Industrias|Servicios de mercado intensivos en conocimiento|260550026,0|0,0|Micro|No|No es sucursal de sociedad extranjera|24,22724161533197|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|9026801900|Los demás instrumentos y aparatos para la medida o control de otras características variables de líquidos o gases, eléctricos o electrónicos|13|Bolívar|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34213|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Textiles y confecciones|Hilados|5406001000|Hilados de filamentos sintéticos (excepto el hilo de coser), acondicionados para la venta al por menor.|05|Antioquia|Si|0,0|1411,138|||Futuros|Sistema Moda
34238|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Automóviles de turismo y uso familiar|8703231090|Camperos (4 x 4), para el transporte de personas, con motor de émbolo (pistón) alternativo, de encendido por chispa, de cilindrada superior a 1.500 cm3 pero inferior o igual a 3.000 cm3.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34252|11|Bogotá, D.C.|11001|Bogotá, D.C.|2599|Fabricación de otros productos elaborados de metal n.c.p.|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|70000000,0|0,0|Micro|No|No es sucursal de sociedad extranjera|20,150581793292265|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7326909000|Las demás manufacturas de hierro o de acero.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34254|11|Bogotá, D.C.|11001|Bogotá, D.C.|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|7977554618,0|449861510,0|Micro|No|No es sucursal de sociedad extranjera|34,72142368240931|No Mineras|Sistema Moda|Calzado|Calzado|6406200000|Suelas y tacones (tacos), de caucho o de plástico.|11|Bogotá, D.C.|Si|0,0|177407,93||-100,0|No Constante|Químicos y Ciencias de la Vida
34284|5|Antioquia|5001|Medellín|1399|Fabricación de otros artículos textiles n.c.p.|Sistema Moda|Bienes tecnología baja|1720965851,0|1053636333,0|Pequeña|No|No es sucursal de sociedad extranjera|8,405201916495551|No Mineras|Metalmecánica y Otras Industrias|Papel y cartón|Otros papeles y cartones|4821100000|Etiquetas de todas clases impresas, de papel o cartón.|05|Antioquia|Si|0,0|9313,276||-100,0|No Constante|Metalmecánica y Otras Industrias
34291|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Calzado|Calzado|6905100000|Tejas de productos cerámicos.|54|Norte de Santander|Si|0,0|0,0|||Futuros|Sistema Moda
34294|66|Risaralda|66170|Dosquebradas|3110|Fabricación de muebles|Metalmecánica y Otras Industrias|Bienes tecnología baja|5658425654,0|6960889680,0|Pequeña|No|No es sucursal de sociedad extranjera|15,507186858316222|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9403100000|Muebles de metal del tipo de los utilizados en las oficinas.|66|Risaralda|Si|233863,64|257131,996|3,366158996123647|-6,162893163207772|Pymex|Metalmecánica y Otras Industrias
34299|11|Bogotá, D.C.|11001|Bogotá, D.C.|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|22041137,0|0,0|Micro|No|No es sucursal de sociedad extranjera|7,233401779603011|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603110000|Rosas frescas, cortadas para ramos o adornos.|25|Cundinamarca|Si|0,0|480,6||-100,0|Futuros|Agroalimentos
34310|5|Antioquia|5001|Medellín|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|6190000,0|101200000,0|Micro|No|No es sucursal de sociedad extranjera|4,8350444900752905|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8431390000|Las demás partes identificables como destinadas, exclusiva o principalmente a las máquinas o aparatos de la partida 84.28.|05|Antioquia|Si|14365,0|4654,0|254,25400739827376||No Constante|Químicos y Ciencias de la Vida
34358|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Automóviles de turismo y uso familiar|8703241090|Camperos (4 x 4), para el transporte de personas, con motor de émbolo (pistón) alternativo, de encendido por chispa, de cilindrada superior a 3.000 cm3.|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34374|5|Antioquia|5001|Medellín|3240|Fabricación de juegos, juguetes y rompecabezas|Metalmecánica y Otras Industrias|Bienes tecnología baja|147583000,0|220663000,0|Micro|No|No es sucursal de sociedad extranjera|3,23066392881588|No Mineras|Metalmecánica y Otras Industrias|Material Promocional|Artículos promocionales|9503003000|Modelos reducidos y modelos similares, para entretenimiento, incluso animados.|05|Antioquia|No|0,0|5511,846|-100,0||No Constante|Metalmecánica y Otras Industrias
34399|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|No|0,0|10,0||-100,0|Futuros|Agroalimentos
34410|11|Bogotá, D.C.|11001|Bogotá, D.C.|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|40517254003,0|43168421384,0|Mediana|No|No es sucursal de sociedad extranjera|17,3305954825462|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Telecomunicaciones y sonido|9030400000|Los demás instrumentos y aparatos especialmente concebidos para  técnicas de telecomunicación (por ejemplo: hipsómetros, kerdometros, distorsiometros o sofómetros)|11|Bogotá, D.C.|Si|39994,03|11279,898||49,35834334963396|No Constante|Metalmecánica y Otras Industrias
34477|11|Bogotá, D.C.|11001|Bogotá, D.C.|128|Cultivo de especias y de plantas aromáticas y medicinales|Agroalimentos|Bienes primarios|33896255000,0|41810000,0|Micro|No|No es sucursal de sociedad extranjera|5,100616016427105|No Mineras|Agroalimentos|Agroindustrial|Los demás (agroindustrial)|1302199100|Los demás jugos y extractos vegetales, presentados o acondicionados para la venta al por menor.|25|Cundinamarca|No|37190,0|109512,046|-88,99750235315585||Pymex|Agroalimentos
34506|76|Valle del Cauca|76001|Santiago De Cali|4290|Construcción de otras obras de ingeniería civil|Infraestructura |Servicios no clasificados|2133083238,0|810677125,0|Micro|No|No es sucursal de sociedad extranjera|9,14715947980835|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8438900000|Partes de máquinas y aparatos de la partida 84.38.|76|Valle del Cauca|No|0,0|46070,11|-100,0|-100,0|No Constante|Metalmecánica y Otras Industrias
34538|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Manufacturas de cuero|4202119000|Los demás maletines, incluidos los de aseo y porta documentos, carteras de mano (portafolios), cartapacios y continentes similares, con la superficie exterior de cuero natural, cuero  regenerado o de cuero charolado.|11|Bogotá, D.C.|Si|22110,4|12295,28|5,87750802087823||Pymex|Sistema Moda
34559|68|Santander|68001|Bucaramanga|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|1221601640,0|151374032,0|Pequeña|No|No es sucursal de sociedad extranjera|41,69199178644764|No Mineras|Sistema Moda|Textiles y confecciones|Ropa formal femenina|6204430000|Vestidos de fibras sintéticas, para mujeres o niñas,  excepto los de punto.|68|Santander|Si|0,0|568,88|||Futuros|Sistema Moda
34563|05|Antioquia|05001|Medellín|9001|Creación literaria|Industrias 4.0|Otros servicios intensivos en conocimiento||-1,0|No determinado|No determinado|No determinado||No Mineras|Industrias 4.0|Comunicación gráfica y editorial (bienes)|Comunicación gráfica y editorial (bienes)|4901999000|Los demás libros, folletos e impresos similares.|05|Antioquia|Si|0,0|1624,0|-100,0||Mineras, chatarra, otros|Industrias 4.0
34565|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Agroalimentos
34568|66|Risaralda|66001|Pereira|1020|Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos|Agroalimentos|Bienes tecnología baja|530482661,0|58491000,0|Micro|No|No es sucursal de sociedad extranjera|1,6974674880219027|No Mineras|Agroalimentos|Bebidas|Bebidas no alcohólicas|2009893000|Jugo de guanábana (annona muricata), sin fermentar y sin adición de alcohol, incluso con adición de azúcar o edulcorante.|76|Valle del Cauca|No|11576,31|9774,462|-68,96098777348779||No Constante|Agroalimentos
